slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__lambda_prior,num__rank_power,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score,num__n_classes,author_lb_best,author_lb_rank,totalVotes,lastRunTime,score,bucket
udaken10__first-eda-data-cleaning,udaken10/first-eda-data-cleaning,first-eda-data-cleaning.ipynb,28,28.0,0.0,0.0,40255,,,,0,,0,,,0,,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.943,1190.0,5,2026-05-15 07:48:13.660000,0.943,3.high_0.940-0.948
udaysonawane__cnn-perch-mamba-rank-blend-with-sed,udaysonawane/cnn-perch-mamba-rank-blend-with-sed,cnn-perch-mamba-rank-blend-with-sed.ipynb,59,39.0,20.0,3195.0,138937,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.948,270.0,5,2026-05-03 00:45:34.130000,0.948,4.elite_0.948-0.955
udaysonawane__cnn-perch-multi-head-mamba-rank-blend-sed,udaysonawane/cnn-perch-multi-head-mamba-rank-blend-sed,cnn-perch-multi-head-mamba-rank-blend-sed.ipynb,59,39.0,20.0,3195.0,139026,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.948,270.0,14,2026-05-03 03:07:41.910000,0.948,4.elite_0.948-0.955
udaysonawane__cnn-perch-protossm-rank-blend-with-sed,udaysonawane/cnn-perch-protossm-rank-blend-with-sed,cnn-perch-protossm-rank-blend-with-sed.ipynb,59,39.0,20.0,3195.0,138086,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.948,270.0,7,2026-05-02 22:27:59.153000,0.948,4.elite_0.948-0.955
ulyanovantonamaranta__birdclef-2026-better-blend-repro,ulyanovantonamaranta/birdclef-2026-better-blend-repro,birdclef-2026-better-blend-repro.ipynb,66,53.0,13.0,9557.0,89617,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,234.0,0.946,760.0,63,2026-05-06 22:42:16.167000,0.946,3.high_0.940-0.948
ulyanovantonamaranta__birdclef-2026-better-sed050,ulyanovantonamaranta/birdclef-2026-better-sed050,birdclef-2026-better-sed050.ipynb,40,27.0,13.0,9557.0,75043,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,760.0,4,2026-05-04 00:56:01.453000,0.946,3.high_0.940-0.948
ulyanovantonamaranta__birdclef-2026-gate-fake008-head0015,ulyanovantonamaranta/birdclef-2026-gate-fake008-head0015,birdclef-2026-gate-fake008-head0015.ipynb,40,27.0,13.0,9557.0,76049,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.945,0.912,7,0.945,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,760.0,333,2026-05-06 22:39:38.360000,0.946,3.high_0.940-0.948
ulyanovantonamaranta__birdclef-2026-gate-protocont010,ulyanovantonamaranta/birdclef-2026-gate-protocont010,birdclef-2026-gate-protocont010.ipynb,40,27.0,13.0,9557.0,75043,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,760.0,36,2026-05-05 08:33:56.080000,0.946,3.high_0.940-0.948
ulyanovantonamaranta__birdclef-2026-onnx-sed-repro,ulyanovantonamaranta/birdclef-2026-onnx-sed-repro,birdclef-2026-onnx-sed-repro.ipynb,39,27.0,12.0,9283.0,73360,"# BirdCLEF+ 2026: 0.941 Public LB with ONNX Perch Sequence Modeling and SED Blend

This notebook documents the all-public CPU inference pipeline behind our current best confirmed BirdCLEF+ 2026 submission: **0.941 public LB**, submitted from `afr1ste/birdclef-2026-vyanktesh-sequence-v1` on 2026-05-02 UTC.

The important point is not a single trick. The score comes from combining a strong Perch emb",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.941,,0.946,760.0,16,2026-05-03 03:15:47.047000,0.941,3.high_0.940-0.948
ulyanovantonamaranta__birdclef-2026-pantanal-repro,ulyanovantonamaranta/birdclef-2026-pantanal-repro,birdclef-2026-pantanal-repro.ipynb,52,32.0,20.0,3195.0,110508,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.946,760.0,7,2026-05-03 03:02:11.817000,0.946,3.high_0.940-0.948
up202108827__b-first-own-baseline-with-perch,up202108827/b-first-own-baseline-with-perch,b-first-own-baseline-with-perch.ipynb,24,23.0,1.0,2594.0,26397,"This is built on the 0.6 baseline from Robiul Hasan Jisan https://www.kaggle.com/code/robiulhasanjisan/birdclef-2026-baseline 
He has a simple training + inference notebook that we chose to modify as our baseline because it uses no other models or datasets as input and it is relatively comprehensive and easy to change. It has poor performance with only 0.631 AUROC, we suspect this is due to it onl",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0,robiulhasanjisan/birdclef-2026-baseline,12.0,5.0,,,,,,,,,,0.926,1769.0,3,2026-05-14 09:35:43.957000,0.926,2.mid_0.925-0.940
up202108827__i-baseline-inference-broken-numpy,up202108827/i-baseline-inference-broken-numpy,i-baseline-inference-broken-numpy.ipynb,10,9.0,1.0,1571.0,11078,"Okay I'm saving a version to test how long it takes this inference notebook to do ~600 soundfiles. This is because the test_sound scape has about 600 according to the competition data page. Submitting it is still a runtime error for now, but I cannot see how far into these 600 it gets before it runs out of time. So I'm testing how long 600 of the train data take to run inference on.

Edit 1: It to",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,,,5.0,,,,,,,,,,0.926,1769.0,3,2026-05-15 11:41:18.523000,0.926,2.mid_0.925-0.940
vaishnavidesai345__birdclef2026-using-audio-spectrogram-transformer,vaishnavidesai345/birdclef2026-using-audio-spectrogram-transformer,birdclef2026-using-audio-spectrogram-transformer.ipynb,4,2.0,2.0,2798.0,33880,"
BirdCLEF+ 2026 — CPU Submission v2  (targeting >0.82 from 0.79 baseline)
=========================================================================
What was wrong at 0.79 and what's fixed:

1. PRIOR CORRECTION WAS DESTROYING AUC  [was biggest issue]
   Old: prob /= prior  then  /= max  → maps everything to [0,1] per-row
   This kills inter-class ranking because all rows have the same max=1.
   ROC",,,0,,0,0.996,0.948,2,0.996,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,,,,,,,,,,,,,0.862,2502.0,15,2026-03-17 07:06:15.727000,0.862,0.weak_<0.900
venkatkumar001__birdclef-26-part2-efficientnet-pytorch-train,venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train,birdclef-26-part2-efficientnet-pytorch-train.ipynb,23,11.0,12.0,2969.0,24813,"# **BirdCLEF 2026 Training Pipeline Explanation**

- This notebook implements a baseline training pipeline for the BirdCLEF 2026 bird sound classification task using EfficientNet-B0 with the PyTorch deep learning framework and the timm library for pretrained models. The goal is to train a model capable of recognizing bird species from audio recordings by converting audio signals into mel spectrogr",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2.0,venkatkumar001/birdclef-26-part1-transforming-audio-to-melspec|venkatkumar001/birdclef-26-part1-transforming-audio-to-melspec**,,,,,,,,,,,,0.949,123.0,11,2026-03-15 14:29:23.367000,0.949,4.elite_0.948-0.955
venkatkumar001__birdclef-26-part3-efficientnet-pytorch-inference,venkatkumar001/birdclef-26-part3-efficientnet-pytorch-inference,birdclef-26-part3-efficientnet-pytorch-inference.ipynb,15,9.0,6.0,1033.0,11704,"# **BirdCLEF 2026 Inference Pipeline Explanation**

This notebook performs inference on BirdCLEF'2026 soundscape audio using a trained EfficientNet model. It processes audio recordings, converts them into mel spectrograms, and predicts bird species presence for each 5-second segment.

**Input - Audio to Melspec. Notebook: https://www.kaggle.com/code/venkatkumar001/birdclef-26-part1-transforming-au",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,venkatkumar001/birdclef-26-part1-transforming-audio-to-melspec**|venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train**,,,,,,,,,,,,0.949,123.0,18,2026-03-15 14:16:35.617000,0.949,4.elite_0.948-0.955
vyankteshdwivedi__birdclef-2026-onnx-perch-sequence-modeling,vyankteshdwivedi/birdclef-2026-onnx-perch-sequence-modeling,birdclef-2026-onnx-perch-sequence-modeling.ipynb,27,27.0,0.0,0.0,72979,,,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.948,263.0,351,2026-05-01 20:05:35.007000,0.948,4.elite_0.948-0.955
vyankteshdwivedi__birdclef-2026-protossm-sed-0-948,vyankteshdwivedi/birdclef-2026-protossm-sed-0-948,birdclef-2026-protossm-sed-0-948.ipynb,27,27.0,0.0,0.0,77617,,,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,0.6,,,0.948,263.0,32,2026-05-16 17:24:51.257000,0.948,4.elite_0.948-0.955
wangdongyang__birdclef-2026-0-947-lb-b2-blend,wangdongyang/birdclef-2026-0-947-lb-b2-blend,birdclef-2026-0-947-lb-b2-blend.ipynb,38,17.0,21.0,8986.0,67609,"# BirdCLEF 2026 0.947 LB: Public Pipeline Reproduced & Explained

This notebook is a reproducibility and explanation study of a high-scoring public BirdCLEF 2026 pipeline.

The goal is not only to run the pipeline, but also to clarify:
- how the inference flow works
- where external caches are used
- why the score reaches around 0.947 LB
- what small improvements were tested
- ",,,0,,0,0.9767,0.946,3,0.947,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.947,,0.947,663.0,5,2026-05-13 18:52:04.510000,0.947,3.high_0.940-0.948
waterjoe__bird-clef2026-eda,waterjoe/bird-clef2026-eda,bird-clef2026-eda.ipynb,20,11.0,9.0,165.0,17976,## train.csv,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.805,2793.0,13,2026-03-12 05:07:54.363000,0.805,0.weak_<0.900
waterjoe__birdclef2026-sub-google-perch,waterjoe/birdclef2026-sub-google-perch,birdclef2026-sub-google-perch.ipynb,6,5.0,1.0,248.0,23105,"eda：https://www.kaggle.com/code/waterjoe/birdclef2026-eda

train code：https://www.kaggle.com/code/waterjoe/birdclef2026-train-google-perch

thanks:[Antoine Masq 0.792](https://www.kaggle.com/code/antoinemasq/birdclef-2026-pytorch-baseline-training)",,,0,,0,,,0,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3.0,antoinemasq/birdclef-2026-pytorch-baseline-training|waterjoe/birdclef2026-eda|waterjoe/birdclef2026-train-google-perch,,,,,,,,,,,,0.805,2793.0,15,2026-03-13 02:10:18.023000,0.805,0.weak_<0.900
waterjoe__birdclef2026-submit-baseline,waterjoe/birdclef2026-submit-baseline,birdclef2026-submit-baseline.ipynb,2,1.0,1.0,134.0,5851,"train code：https://www.kaggle.com/code/waterjoe/birdclef2026-train-baseline

eda：https://www.kaggle.com/code/waterjoe/birdclef2026-eda",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,waterjoe/birdclef2026-eda|waterjoe/birdclef2026-train-baseline,,,,,,,,,,,,0.805,2793.0,23,2026-03-12 08:36:46.047000,0.805,0.weak_<0.900
waterjoe__birdclef2026-train-baseline,waterjoe/birdclef2026-train-baseline,birdclef2026-train-baseline.ipynb,1,1.0,0.0,0.0,7088,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.805,2793.0,25,2026-03-12 02:03:58.230000,0.805,0.weak_<0.900
waterjoe__birdclef2026-train-google-perch,waterjoe/birdclef2026-train-google-perch,birdclef2026-train-google-perch.ipynb,3,3.0,0.0,0.0,12023,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,,,,,,,,,,,,,0.805,2793.0,7,2026-03-12 16:33:11.297000,0.805,0.weak_<0.900
wslllll__pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,pantanal-distill-birdclef2026-v18x-d384-nl5-tta3.ipynb,19,18.0,1.0,86.0,64968,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.929,1505.0,12,2026-04-13 06:56:14.320000,0.929,2.mid_0.925-0.940
wslllll__pantanal-distill-birdclef2026-wslll-d384-do08-nl5,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-nl5,pantanal-distill-birdclef2026-wslll-d384-do08-nl5.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.929,1505.0,5,2026-04-12 10:37:54.827000,0.929,2.mid_0.925-0.940
wslllll__v6-ensemble,wslllll/v6-ensemble,v6-ensemble.ipynb,19,18.0,1.0,86.0,66354,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.929,1505.0,9,2026-04-15 06:50:37.963000,0.929,2.mid_0.925-0.940
wslllll__w04-strong-distill,wslllll/w04-strong-distill,w04-strong-distill.ipynb,19,18.0,1.0,86.0,66363,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.929,1505.0,6,2026-04-16 07:02:57.297000,0.929,2.mid_0.925-0.940
wslllll__w20-prior-wslll,wslllll/w20-prior-wslll,w20-prior-wslll.ipynb,20,19.0,1.0,86.0,77645,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,234.0,0.929,1505.0,4,2026-04-21 06:05:18.397000,0.929,2.mid_0.925-0.940
wuwenmin__birdclef-2026-v25b-v22-sed-ours-weight-10,wuwenmin/birdclef-2026-v25b-v22-sed-ours-weight-10,birdclef-2026-v25b-v22-sed-ours-weight-10.ipynb,41,28.0,13.0,9557.0,79382,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,756.0,7,2026-05-07 00:44:14.457000,0.946,3.high_0.940-0.948
xiaolong745__pantanal-distill-birdclef2026-v18-improved,xiaolong745/pantanal-distill-birdclef2026-v18-improved,pantanal-distill-birdclef2026-v18-improved.ipynb,46,25.0,21.0,3472.0,92867,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.949,137.0,8,2026-03-27 02:48:59.523000,0.949,4.elite_0.948-0.955
xjoannax88__birdclef-2026-eda,xjoannax88/birdclef-2026-eda,birdclef-2026-eda.ipynb,59,42.0,17.0,9076.0,5906,"<div style=""
    position: relative;
    padding: 50px;
    background: linear-gradient(-45deg, #134e5e, #71b280, #00b09b, #96c93d);
    background-size: 400% 400%;
    animation: gradient 12s ease infinite;
    border-radius: 20px;
    color: white;
    font-family: 'Inter', sans-serif;
    box-shadow: 0 20px 40px rgba(0,0,0,0.15);
    overflow: hidden;
"">
    <div style=""
        position: absol",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.522,3327.0,56,2026-03-22 13:48:13.237000,0.522,0.weak_<0.900
yaroslavkholmirzayev__0-946-replay-with-robust-inputs,yaroslavkholmirzayev/0-946-replay-with-robust-inputs,0-946-replay-with-robust-inputs.ipynb,41,28.0,13.0,9504.0,82442,"# exp_044d: V8 Without Sonotype Mirroring Or Rare Suppression

Ablation after repeated `0.944` results: keep V8 ProtoSSM thresholds and rank/gates, but disable both sonotype mirroring and rare-taxon adaptive suppression.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.947,645.0,107,2026-05-09 22:15:39.803000,0.947,3.high_0.940-0.948
yaroslavkholmirzayev__birdclef-2026-protossm-v5-maximum-ensemble,yaroslavkholmirzayev/birdclef-2026-protossm-v5-maximum-ensemble,birdclef-2026-protossm-v5-maximum-ensemble.ipynb,45,25.0,20.0,3052.0,103082,"## Setup
Operationalized Kaggle submit path for the Pantanal Distill / ProtoSSM v17 `0.924` branch.

Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset (`full_perch_meta.parquet`, `full_perch_arrays.npz`)
",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.947,645.0,43,2026-03-26 22:47:37.787000,0.947,3.high_0.940-0.948
yaroslavkholmirzayev__birdnet-third-branch-site-hour-prior-restore,yaroslavkholmirzayev/birdnet-third-branch-site-hour-prior-restore,birdnet-third-branch-site-hour-prior-restore.ipynb,43,29.0,14.0,9886.0,93503,"# exp_060: V8 Site-Hour Prior Restore

Controlled source-delta patch after `exp_044/044b/044c = 0.944` and `exp_045 = 0.944`.

Keeps the stable V8 replay recipe with external Perch cache and sonotype mirroring enabled, but restores the original V8 `site+hour` prior (`sh_to_i`, `sh_p`, `sh_n`) that was accidentally absent from our replay notebooks.
",,,0,,0,0.947,0.912,9,0.947,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.947,645.0,37,2026-05-13 14:25:02.583000,0.947,3.high_0.940-0.948
yaroslavkholmirzayev__pantanal-onnx-fast-noalign,yaroslavkholmirzayev/pantanal-onnx-fast-noalign,pantanal-onnx-fast-noalign.ipynb,52,32.0,20.0,3195.0,115754,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.947,645.0,12,2026-04-18 12:53:12.503000,0.947,3.high_0.940-0.948
yaroslavkholmirzayev__protossm-v18-maximum-ensemble-artifact,yaroslavkholmirzayev/protossm-v18-maximum-ensemble-artifact,protossm-v18-maximum-ensemble-artifact.ipynb,27,18.0,9.0,1214.0,82072,"## Setup
High-risk V18 submit-path branch built on top of the working Pantanal Distill / ProtoSSM port.

Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset (`full_perch_meta.parquet`, `full_perch_arrays.npz`)
",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.947,645.0,123,2026-03-28 21:56:28.943000,0.947,3.high_0.940-0.948
yash9439__birdclef2026-keepimproving,yash9439/birdclef2026-keepimproving,birdclef2026-keepimproving.ipynb,53,33.0,20.0,2550.0,108857,"## Setup
Install dependencies and configure environment.",,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.951,34.0,79,2026-04-16 13:34:14.630000,0.951,4.elite_0.948-0.955
